Do I need to have Parallels installed on my MacBook before I can download and use Office 2011?	I loaded office on my iMac, i do not have parallels installed. Works fine.
can this be used on Mac Book Pro ios Mountain Lion	From what I know, as of late June 2013 Microsoft Office 2011 works on OS X Mountain Lion.
will this work with OS 10.6.8?	Yes. I use it on my computer and I don't have any issues or problems with it. I hope this helped.
Can MS Office 2011 be used on Mac 10.10.2	Yes, I believe it can. Think there are some updates for MS Office.
would this software be good for a wash and fold laundry service?	yes. it works well for my bar.
would this software be good for a wash and fold laundry service?	yes. it works well for my bar.
Will it work with Windows 8?	Yes...you will have to update dragonframe 3 to the current version of 3.5, which is a free update
Will this version work with a pc and a mac?	Yes. The install disc contains both the Windows and Mac version.
can I use this for multi-axis timelapse? Can I control stepper motors?	Hi Paul, I bought this for my son so I'll check with him!
When you buy this, will you will be able to update to 3.5 for free?	Yes. I did!
will sd card work in novi 200	A Nuvi? Not sure. Aak the seller on their website.
Will this work in my garmin nuvi 1300	I used it with my nuvi, but I don't know the model number...it worked great!
Does this software allow you to print on traditional recipe cards?	Yes it does.
If I have already scanned recipes in a pdf can they be readily added to the organizer?	Yes, with the new 11 version of Cook'n! I saw it happen!
is this the correct choice for mexico	Yes, or the southwest where so many Spanish-speaking people live and work.
Is there a headset included in the box?	yes
can it be used by more than one person?	If they have your login information yes
This version is for people whose native language is English, and who want to learn Spanish, correct?	Absolutely! It is for English speakers who want to learn Spanish
Can this program be used only with an iPad?	Yes it is much cheaper that way
Would this be good for middle and high school students who are beginners to Spanish?	Yes
Will this work with windows 8?	yes yes it will work with windows 8
does it work on windows 8.1	Yes.
Does this product work with windows 8.1?	Yes that is what I have on my laptop and used it to convert a bunch of VHS to DVD.
Will this work with windows 8?	yes yes it will work with windows 8
does it work on windows 8.1	Yes.
Does this product work with windows 8.1?	Yes that is what I have on my laptop and used it to convert a bunch of VHS to DVD.
Is there a major difference between the student version and the full version?	the difference for me is only the color correction. is basic
can i digitize clipart with this program	Simple clip art can be digitized using this software
can i save files in .DST format??	Tajima, dst is on the save as drop down menu.
Can I add text to a design or do I have to buy a lettering software?	You will need to buy the lettering software
Will it work with Bernina?	Yes
Can anyone tell me what comes in the box? Does it come with printed material, or just the DVD?	Seems to me it came with some instructions, yes. Not a whole lot tho.
Does this work on Windows 8?	Yes, it does.
When you buy this program, do you receive the actual software/hard disks?	Yes
can this product be used on multiple devices? both my wife and my own macs (we are both students)	yes, it has 2 licenses for 2 mac computers, not tablets or phones. Just laptops or desktops
is outlook necessary for students	Only if you use an Exchange Server for your email.
Can this be used with Windows 8??	Yes it can!
Can PERRLA check grammer	yes!
Is this one the 6th edition?	When you purchase the program you will be able to get all updates/latest versions for APA or MLA.
Is this the latest version of PERRLA?	If your version includes APA 6 it is the latest version/upgrade. Good luck with your writing!
Can you unplug this from one family vehicle and use it on another?	Yes
can you put your own gsm sim card or does it require a subscription from motosafety?	I believe it requires the subscription from MotoSafety, but I'm not 100% sure.
Does it send a notification if it is unplugged	No, it just stops sending signals.
good evening bag if the system works in venezuela	Sorry the devices will only work in the US
I have a 1993 and a 2001 Ford Econolline van. Will this product work on these older vans?	2001 - YES 1993 - NO (doesn't have an OBD II port to plug the device into)
Does this work in Canada?	Sorry the devices will only work in the US
Is this the most recent version?	don't worry, software is always updated for free !
Do you need headphones	No, I don`t have them & find they are not necessary.
Is this version 2.10?	Yes
Is there a free-floating scrapbooking program?	Not that I am aware of.
CAN YOU ADD CAPTIONS TO EACH PHOTO	You have to use an "outside editor" to do that.
is this software compatible with Windows 8.1?	Yes. I have had no problems with it.
Is this 64 bit Windows 7 compatible software?	Yes it is. I use it with Win7, 64bit, no problems at all.
Q: How do we know what version of the software?	I emailed the seller and asked questions.
will this update for ICD 10?	unknown if there will be an update of the codes
Can this be installed in more than one computer, for example a doctor with two offices?	I returned this software because it didn't work properly. It was for single physician use.
Can one import Family Tree from PC data base to Family Tree Maker 2	One is supposed to be able to do that, but I have not been able to complete that task.
would this software work on Apple Mini Mac?	No This does not work on a MAC. It is PC only. - Enodare Support Team
Does this software work for Louisiana since we use nopolionic law?	If you read further down, it states *** not valid in Louisiana ***
does this product work on IMac?	No This does not work on a MAC. It is PC only. - Enodare Support Team
Is this a trial or year?	It's the full-version, the serial number is tied to your amazon account.
Is this a trial or year?	It's the full-version, the serial number is tied to your amazon account.
Is it useable on Windows 8.1 JLR	Useless
Does it work with Windows 7 ?	Yes -- don't know about Windows8 though.
does this program work with 32 bit on the pc?	Roots magic 5 is 32 and 64 bit compatible
Is this an install CD or just an upgrade code?	This would include a CD
I need this fast - can you ship out to FL Monday morning?	Sorry, I can not help with this request.
Can this software be added to multiple computers (up to 5) without purchasing additional software?	You need to purchase 1 copy of FileMaker client for each computer.
Is e-book pub supposed to look like WordPerfect X6? I see no difference, but perhaps there is none?	LOL...have you figured out how to use it, or even Where it is at in WP?
how would you download photos from cameras	The photos should be put saved on an SD card and then onto your computer.
can this software erase items on photos	yes, you can remove items from picture, it can be very hard to do
Will this software run ok on windows 8.1	Yes it works fine with mine
Can you add videos into the slideshow on this software?	I don't know - got rid of software when I realized I couldnt layer photos.
can you make collages with this program	Its a very simple program and I couldn't figure that out. Haven't used it much.
I have an Alesis DM 10X kit. Can I use this software with my kit?	Yes you would just need the midi to usb or whatever port is on your hardware could be usb to usb.
Is there a download fro Ipad?	No, currently this is PC and Mac only.
For the Mac version: Does this software run on a PowerPC (OSX 10.4) or does it require an Intel Mac?	It runs on an Intel Mac.
Hello, Interested in getting this for my Yamaha DTX 522. Will it be compatible do you know? Thanks	It's only compatable with v drums.
Does the Roland DT-1: V-Drums Tutor run on the Windows Version 7 Operating System?	Yes, I am running it on Windows 7.
Will Scrivener for Windows run on a Kindle Fire?	No. I wish it would. Windows computers or Apple computers only.
What is the best way to buy this software as a Christmas gift?	online for downloas. the online tutorial is awesome & makes writer want to get started immediately!
Currently I use Family Tree Maker 2006. Will I be able to import my files to Roots Magic 6?	Yes you can according to Roots Magic you can import data directly from Family Tree Maker
does this make websites?	Yes
LR4 and D800: Does LR4 have the ability to process Nikon D800 raw files?	yes.
Do you have to enter a serial number from a previous version to install Upgrade?	Yes, you need serial number of Lightroom 3 to upgrade.
Is lightroom 4 compatible with the Nikon D5300 raw format	no
LR4 and D800: Does LR4 have the ability to process Nikon D800 raw files?	yes.
Do you have to enter a serial number from a previous version to install Upgrade?	Yes, you need serial number of Lightroom 3 to upgrade.
Is lightroom 4 compatible with the Nikon D5300 raw format	no
Does it support RW2 files from GH2?	Yes. http://helpx.adobe.com/creative-suite/kb/camera-raw-plug-supported-cameras.html
Mountain Lion: Will Adobe Photoshop Lightroom 4 run on Mac OS X 10.8?	Yes. http://blogs.adobe.com/photoshopdotcom/2012/10/windows-8-and-photoshop.html
Does it support RW2 files from GH2?	Yes. http://helpx.adobe.com/creative-suite/kb/camera-raw-plug-supported-cameras.html
Mountain Lion: Will Adobe Photoshop Lightroom 4 run on Mac OS X 10.8?	Yes. http://blogs.adobe.com/photoshopdotcom/2012/10/windows-8-and-photoshop.html
Does this version support mac 10.8 mountain lion?	wondering the same thing! :/
regsatration key	Yeah, you get a registration key when you buy the software. :)
does this allow language selection during installation?	I'm afraid I don't remember - it's been almost a year since we installed it.
1 or 2 licenses?	1 license.
1 or 2 licenses?	1 license.
Can this be used on smartphones and tablets ?	I believe it's only for pc's
may you use one program on own laptop and desktop	I don't think so. The instructions indicate that it only works on one computer.
Does it work with PAL, or only NTSC?	it works with either, just have to go into settings to switch between the two.
do this work with windows 8	Can't say. Have not used it with Win 8
Where do the CD' s come out of?	The disc is recorded via a connecting cable into your computer cd/DVD drive.
does it read 8mm tapes	Not that I am aware of.
does it have checkbook entries and deposits	No, it doesn't
can you download TAILS on this operating system?	ask the same question on Google search I'm not that multiple of net Linux
Will this work on an older computer with Windows xp	Ya should work.
Is this the full version?	You need X4 or X5 to use the X6 Upgrade.
will this work on the windows professional format?	I'm running Win7Pro and it runs fine on it.
WILL IT WORK WITH WINDOWS 8.1?	Yes
Does it include the tracing tool?	Yes
Will it run on a 64bit system/	yes
what year is it?	copyright 2012
Does Autocad 2013 LT work with Windows 8?	yes
Does this version have a multiple or single use licensing?	Single
Does LT come with any electrical symbols to use on drawings?	Yes
Does Amazon honor the "AutoCAD LT New License Promotion offer" through 3/25 as a reseller?	Yes
Is this program good for Structural Drafting such as Concrete Reinforcing Steel???	Yes it is the universal drafting program. Consider debit if your clients use it.
Is 8 gigs enough?	Yes.
Can I run the 64 bit version of this pen drive Linux (as a live Linux drive) on a 32 bit vista?	I did not use it. It is not for my tablet. I made mistake.
Is this the full version and not an upgrade version?	This is the full version. I was new to the program when I purchased.
Is this the full version and not an upgrade version?	This is the full version. I was new to the program when I purchased.
Should I get the MAC version and is it separate from the Windows version ?	One version works on all
does it work with windows 8?	Yes that's what we have.
Can I scan handwritten sheet music with this notation product?	No
How do you save your game? I can't seem to save where I am and have to start over every time?	Shadow Hawkins has a abort button (green). Make sure to press the green button to save your game.
Does this work with Windows 8?	Yes it does
Is this download compatible with windows 7	Yes I have windows 7 and it worked great.
Is this program compatible with Mountain Lion OS?	Yes I run the program on Mountain Lion.
how do i get serial number	Its emailed to you once you have completed the order.
How many computers is this for?	Should be three (assumes the same user, I think).
Is it compatible with Windows 8.1?	Yes, I use that platform regularly.
will it run on windows 8	Yes
Is there word count?	Yes; word count is found under the "Tools"button on the menu bar.
can you enter without MIDI?	You need to use midi or a midi-connected keyboard through a computer. This is not a hardware synth.
Will this work with MacBook Pro OSX Version 10.9.3????	http://helpx.adobe.com/x-productkb/global/mac-os-mavericks-compatability.html
Is this an upgrade? I hope not!	No
Is this full/retail version or school/academic version?	Absolutely full retail boxes version with the adobe hologram on box
Does this version require a previous license?	No this version comes with a standard license.
What software is included?	Photoshop, Illustrator, InDesign
How many licenses come with CS6 for MAC?	One
Will this work with MacBook Pro OSX Version 10.9.3????	http://helpx.adobe.com/x-productkb/global/mac-os-mavericks-compatability.html
Is this an upgrade? I hope not!	No
Is this full/retail version or school/academic version?	Absolutely full retail boxes version with the adobe hologram on box
is this compatible with OS 10.9.1	I am using Mac OS X 10.9.1 with Photoshop CS6 with no problem. It works well.
can u edit and create music videos with this	Not that I know of. I mainly use it for image editing.
how well does adobe photoshop CS6 work with Mac?	Yes. It works great on Mac OS X 10.7.x - 10.8.x
can u edit and create music videos with this	Not that I know of. I mainly use it for image editing.
how well does adobe photoshop CS6 work with Mac?	Yes. It works great on Mac OS X 10.7.x - 10.8.x
is it compatible with windows 8.1?	I don't know. I don't use 8.1 - sorry. I am sure you can find the answer through Microsoft.
is this a full version	It appears to be. Not having another version to compare to, I can only say that it seems to be.
Is this version compatible with Windows 8 also?	It has worked fine with Windows 8 for me.
Can I run SQL Server Developer Edition 2012 on Windows Server 2008 R2?	Yes you can
Can I install SQL Developer Edition 2014 on my laptop?	Yes just make sure to install .net 3.5 first
Will this work with Windows 8?	Yes works with Windows 8 I am using it on 8 now
Will this work with Microsoft Surface Pro?	Yes
Can you print maps on your printer off of this software	YES. No problem at all. I do it all the time.
Does it work with 64 bit system?	yes
Can Mappoint 2013 be loaded onto 2 or 3 computers?	I loaded it on my regular computer and on my LapTop.
can I import excel date	Absolutely you can. Go to Data then Import Data Wizard and it can walk you through it.
How many licenses are included with this product? Can I install to five machines?	One license, can be on desktop and laptop but only for one user.
How often are the maps updated?	I believe I read that map updates are only added when a new version comes out?
How many waypoints can you import? I'm trying to import over 100, but I am only seeing 50.	I imported over 125 custom symbals that I use with over 800 address that I import each month
does it have current zip codes?	Yes
will MircroSoft Streets &amp; Trips 2013 work on windows 8	yes it will work on windows 8
works with windows 8?	It should but contains Microsoft. Should work on any platform.
Ship date: Released on 7/5, when would it ship to me if ordered now??	How many computers can you install the latest version on?
What sizes of envelopes are available for print?	4 1/2 x 9 1/2. 3 7/8 x 8 7/8. and 3 5/8 x 6 1/2.
Does this software allow import files of address from Excel or CSV	No, its just a basic printer with very few envelop sizes.
how many lines of address we can type	Three lines in bold font, four lines in regular font.
does this program print bar codes?	NO
Can you do labels?	No. Just envelopes. Avery has a nice label program and I think it's a free download.
HOW DO I LIGHTEN THE PRINTER?	ours woks fine don't think you can change the font color lighter or darker
Is this compatible with Windows 8.1?	Yes, that's what I have.
entering debit card purchases?	You enter it just like a check, I use the letters DC where the check number would go.
Can this be used offline?	Yes
where can I find instructions to use this	http://www.datawaregames.com/help/check.htm
Is it compatible with Windows 8.1 Update 1?	yes, it is
Will it work with Windows 7?	Yes
It is multi language? thanks!!	Yes it sure is multi language.
Is this the most recent updated Sd Card	If it's New Zealand-Australia...yes it's accurate for NZ
Is this release level 2015.1? Will it work in garmin nuvi 2577LTrt? How long will it take to ship?	Will not work on new GPSs.
Is this sent to you as an SD Card?	Yes. I used it for 4 weeks driving around the South Island of NZ and it was great.
Will this work with Garmin Zuma 550/650	It worked perfectly on my Garmin nuvi 50. I don't know about the Zuma models.
If I purchase the digital download from Amazon, will I get a back up copy on CD-ROM?	No backup CD-ROM. Just an hour of downloading and installation. But the price was certainly right!
How many installs of x6	I was able to load it on to 2 computers.
Does this product allow you to put it on multiple computers?	Yes, I am currently running it on two computers. One at home and one at the office.
does it run on Window 8.1 64-bit	Yes, it does.
Does it require a STEAM account. I don't have any internet band width.	No Steam acount is requires. You only need Internet access to register.
Does this program point out where you have made a blunder?	Yes, it has a section called "Blunder Check".
Does this program solve chess problems?	Yes
How much in pounds sterling ?	Rates fluctuate daily for dollars vs pounds. By today's rate (12/16/13) it is 47.20 pounds.
Will it do cloning?	i never tried that, so don't know
what is some easy to use software that will allow me to remove problem areas and retouch	The photo studio expressions will do that. It is much more user friendly than photoshop elements.
This software is for windows 8?	That's what I use it on
Will this work if I have vista and want to upgrade to Windows 7 ultimate?	YES , absolutely.......and Happy Thanksgiving !!
does it include SP1	It does, but , it was/is not qenuine. I could not registure it. SO I use it with out out uprades.
Does this allow designing custom roofs?	Yes I do
Do you have to registar software???	Yes
Can I resize items such as a shower stall?	I wouldn't know because it did not work. I would not buy this item
Can you use this to design tiny houses(under 500s ft)?	Yes
Does this run on Win 7.1?	it runs on my XP, I can;t say about Win 7.1
Can TurboCAD v.19 save 3d images in the .STL format?	I couldn't tell you . I have just bought turbo cad tutorials and just started learning it . sorry .
compatible with windows 8.1?	with windows 8 it's compatible with Windows 8.1 I don't know but 8 and 8.1 are close
Would Turbocad 19 Deluxe work with Windows 8?	Mine is on 7 but I am going to try it on my laptop and that has 8.1. It should work
Is this the same as the Tor program?	no this is really good
Does it work with a Mac Book Air?	Yes, I use it with my air.
Is there 24 hour service	M-F 9am - 5pm Sat & Sun 10am - 5pm eastern standard time
does it work on different computers	It will work on any computer. You will have to install on each one.
Is there any difference in functionality between the stick and the $3/month iPad app?	Stick is one-time fee, not monthly. Also, it will only work on computers, not tablets.
Is this a student edition or a full commercial license?	The one I purchased was a full commercial license.
can i install this on 2 computers?	No
Is it compatible with OSX 10.6.8?	My mac is an OSX 10.6.8, and Reunion is working well. BBK
Is Reunion 10 for Mac compatible with OS 10.10.1 (Yosemite)?	Yes
Is Reunion 10(MAC) compatible with OS 10.8.3? My Reunion 8 will not work on this.	Yes it does. That is the OS I use. Enjoy
What are the system requirements?	Reunion is the source for that information.
Can you transfer a ged.com from Family Tree Maker (Windows program) to the Reunion Program for Mac?	Yes, it is very easy. Just export your ged com file to disk then import it into Reunion.
Will this function on any system (Mac or Win 7) and is it complete Adobe Web &amp; Design Premium?	Yup, it has a DVD (2 separate) for Windows and Mac OS.
is this good for a opening a restaurant	Most Certainly!! It can be customized to suit your business venture.
Will this work with Windows 8?	Hello...yes this will work on Windows 8. We are currently using this on a Windows 8 PC.
Does this system accept ebt cards?	Only the quickbooks version
are you able to put inventory in and it will keep track of sold item?	Yes
Does this work with Windows 8 or 8.1?	I am not sure. I am using Windows 7.
how to you get barcode on products	Are you asking how do you scan the barcodes on products, or how do you give products a barcode?
Does this product create MP3 audio discs or just Red Book Audio? Thanks.	Redbook only, from what I remember.
Is this version better than Media Suite 12 Ultra?	Don't know, not familiar with 12 Ultra.
Does this software have audio capture capability from sound card the way Roxio Creator 2010 does?	Not sure, I spent very little time with the software one I learned It couldn't play blu rays.
Does this full version of XP Pro system builder include both 32 and 64 bit XP installs?	It is 32-bit unless marked 64-bit.
Is this software 32 bit or 64 bit? Do I provide student email address on instillation?	64bit I believe and yes. Need student email.
This is the full version, yes?	That is Correct...
Are there written materials containing transcripts of dialogues, etc.? Thanks! -Fritz	No. Their method is verbal with a lot of typing of English and German.
how can you install it on your laptop if you dont have cd-drive!!?	I don't know. I suggest you contact Fluenz customer service for advice.
Can you use Fluenz on a Kindle Fire 6?	Not a good idea. There is a lot of typing involved
Do i need to have Leap Pad connected to the Internet to use the cartridge?	No- it is all on the cartridge.
does it come in a spanish version	No
Does it work on leappad 3?	I think so. This was bought for my niece and she has the leap pad Ultra
what is in here?	What do you mean?
does this game work with leappad 2	Yes
can you drop and drag different or multiple PDF files into 1 pdf file	Yes, go to file, new file, combine multiple pdf's.
Does this have the capability of converting to PDF and converting a PDF to a word document etc...	Yes it does. The converted form is true to form.
is it windows 7 compatable	Yes, I have it installed on Windows 7 Pro 64bit machines. Box is labeled for Vista, 7 and Windows 8.
do you get a dvd?	yes
does it converts word to pdf?	Yes...for the cost it is a very nice program.
Will it run correctly with all features functioningin Windows 8?	Yes, all features work great..
Does PDF Converter work with Microsoft Word 2007 &amp; Windows 7?	Yes, both
So, I can edit text in any PDF document?	I found that it works on my PDF documents OK.
will this work with Windows 7?	I am using iron a computer with Windows 7 and have not had any problems.
Does it work on Windows 8.1?	Yes I use it on Windows 8.1
converter from jpeg to pdf	yes it will convert about 30 different formats
will this work with windows 8.1	Yes it will. I migrated from win7 to win 8.1 with this product without any issues.
Will this completely password protect a pdf file so the file cannot be opened without the password?	I do not believe it will password protect a file (at least I can't figure out how).
What are the 12 digits under the bar code (UPC)?	Hi, the UPC for this product is: 780420125148.
What is the 12-digit UPC code?	It is printed on the box next to the bar code.
Can I create Word DOC files from PDF's?	Sorry - but not with this software. Only goes to PDF not from PDF.
Does this work with windows 8?	Yes it does
will this work with windows 8.1	Yes it will. I migrated from win7 to win 8.1 with this product without any issues.
Will this completely password protect a pdf file so the file cannot be opened without the password?	I do not believe it will password protect a file (at least I can't figure out how).
What are the 12 digits under the bar code (UPC)?	Hi, the UPC for this product is: 780420125148.
What is the 12-digit UPC code?	It is printed on the box next to the bar code.
Can I create Word DOC files from PDF's?	Sorry - but not with this software. Only goes to PDF not from PDF.
Does this work with windows 8?	Yes it does
Does it utilize USB conectivity and Windows ASIO Driver	Yes, it can use ASIO, WAV or WAVRT. I use Mixcraft with a Lexicon Alpha USB Interface
do I need an existing license number to purchase this product?	No
Does this version support a touch screen?	Yes it does
If I bought two of these, would it be the same as getting the second user license from Inuit?	You just have to buy one of this as a new user and get a add-a-seat license, that way is cheaper.
Which version is POS Pro 2013?	Ummm, I'm not sure what you are asking. The version is Pro 2013. I run it on a Windows 8 PC.
Does this cd can help me with windows start up?	If windows 7 is installed on your computer, yes.
does this work if i have xp windows	Diane, please don't waste your money on this product!!!
will this download windows 7 on a new Hd	No, it's purpose is to repair and recover files
doesn't sync to tablet, missing ingredients and units	It never did work right for me and I deleted it.
Can you be more specific about license specifications? Thanks for info	Not sure what you mean.....
Full or Upgrade? Is this a full version product or an upgrade?	Full
will this work with windows 8?	Yes, it will. However, windows 7 is still preferable operating system for QuickBooks POS 11.0.
does this software come in 64 bit version	Works fine on my 64bit Toshiba Satellite with WIN7.
If there is no cd do you just send the product key to activate?	did you get a download if that is true you just put in the key code.
Can I use this with Windows 8?	Yes. The best way is to download a trial, and then use the key from this package to activate
how long does this package protect my computer for?	1 year . The year starts when you install it.
Can it convert pdf files to word files?	Yes, it can. Thanks
Can it convert pdf files to word files?	Yes
Does it work well with Windows 8.1?	I have Windows 7
Will it work with livescribe 2GB echo smartpen to convert written text to type-written text?	Yes
Do you pay the 20.00 per year ?	No
is this work for echo desktop?	Yes. I use this with my echo pen. Works great if you write neat
does this work with the live scribe 3?	It works with everything except the sky since that automatically uploads to evernote
Is this just version 8 or 8.1?	The version is 8, but there was an update download to I believe 8.1.
Can it do motion tracking?	Yes
Is this compatible with mac os x 10.7 lion?	Indeed it is! I use it on 10.7.5.
Is this compatible with mac os x 10.7 lion?	Indeed it is! I use it on 10.7.5.
Can you install this on more than one computer?	No, it is only for one computer. They do not offer the 3 pack or family pack on Windows 8
Is this the CD? I have multiple laptops to put windows 8 on.	Yes this comes with a dvd in 32 and 64 also with a free upgrade to windows 8.1
How many computers can I upgrade?	Only one per license
is this win 8 pro a 64 bit and can i use it to upgrade win 7	Yes. And yes.
My Compac desk top want boot up.The screen says insert boot media disk	If you are running a 64 bit system, it will work
Which build version is this (e. g. 11.0.0.322 or 11.0.295 or 11.0.75 etc.) ? Thank you	According to mine it's 11.0.0.75
Can you add music to the videos? VERY important before purchasing...	yes
Which is better, buying the disc or the download?	always get the disk
Does Sony Movie Studio Platinum Suite 12 accept ADHD inputs	ADHD is a mental disorder.
can I edit a sermon with this?	Assuming you mean a recording of one, yes. Movie Studio includes video and sound editing software.
Can you use this with Windows 8?	Yes, I've had no problem with it on Windows 8 on my laptop
Is it compatible with windows 7?	Yeah, I'm running it on 7 with no problems.
How does it work for making video game videos?	I don't know what 'game' videos are?? It works well for making movies.
can you import movies from phone or camera via USB?	Yes!
Does it support .MOV video files?	Yes it does.
Does it fix NTLDR missing?	no
will it restore missing sys32 files?	will it restore missing sys32 files
can and can it get my password back this work on a windows 7	Did not work at all.
can I download this on my computer over my version 8	No youcan not. You need to Install Win 7.
Will this disc work for a dell laptop?	If it runs windows 7 and is 64 bit, then yea it will.
So it will work if the screen say windows failed to start?	Yes.. I had to repeat the process 3or 4 times for the disc to load..The disc will reinstall windows.
i replaced my hard drive on a hp iq507 touchsmart do i need this recovery disk to make it run	I did same thing it did not work you will need your disc don't waste money on this
It is multilenguage software?	As I recall, there is also German and French options.
Is this both programs as a package, or did Corel cram it all into one program?	It is two programs in one box. Two CDs.
will it work with windows 8	Yes. I've had no problems.
will it run with windows 8	Hi Norman. Yes, I successfully installed it this week. No problems whatsoever.
Does this version run on 64-bit Win 7 machines? Or only 32-bit?	Yes. I'm running it on Win 7 64 bit with no problems.
Can it add watermarks to photos?	Yes. Select edit, select image, select watermarking.
Is this the full version of Paintshop Pro X5	Yes. It's the full version.
can this program be installed without indexing? Can you only install on one computer?	Sorry - I don't know the answer to these questions.
Does this program allow creating a mask??	I am not sure and I will have to check.
Will Paintshop Pro X5 Ultimate work with Windows 8?	yes
Is Paintshop Pro X5 compatible with Windows 8	Yes it is
is this for a windows 8 hp computer	Yes. It works with any brand of computer that has XP, Vista, Windows 7, or Windows8
Which version is this? What product is this?	Yeah, they got the picture wrong. Its actually KIS 2013. You can read my review too for more info.
Does this work with Windows 8.1? Thank you in advance.	I have no experience with Win 8. I have Win 7, and it works great.
2	Its wonderful security for a great price.
is this for a windows 8 hp computer	Yes. It works with any brand of computer that has XP, Vista, Windows 7, or Windows8
Which version is this? What product is this?	Yeah, they got the picture wrong. Its actually KIS 2013. You can read my review too for more info.
Does this work with Windows 8.1? Thank you in advance.	I have no experience with Win 8. I have Win 7, and it works great.
2	Its wonderful security for a great price.
Is this 1 for computer or iphone?	It is for multiple devices
Do I need the 2014 Edition or does the 2013 edition work for me?	Works for me
This says 2013, the latest version on mcafee.com is 2014, will this key work with the 2014 version?	Better call their helpdesk...personally, I don't think the 2013 key will work with the 2014 version!
How long does this product work? Does this work for one year from I sign up?	IT RUNS FROM THE TIME YOU START YOUR PC, YES :)
How many computers and devices can I cover with this product?	4
will it update my unknown driver for a newly installed mother board	PC Tune up will not update drivers.
windows 8 compatible	Yes it is. Just make sure you have updated to the latest version of Naturally Speaking.
Can two people use the same dragon program?	yes there are no restrictions on number of users
Does anyone know if three users means three different computers?	yes on three different computers, I have it on two different laptops and one desktop
is it anti-malware also	I am not sure. I don't see that specifically listed.
Is a Blue ray burner required or can you burn a blue ray disc with a regular DVD burner?	You must have a Blue Ray Burner to burn Blue Ray Disc
Will this software copy"All DVD's"?	It has copied all that I have tried.
Could it be used with two persons? For example me and my wife??	You can make two different profiles for you and your wife.
i want to know if home Spanish 12 include the head-microphone	Yes it is included
Will this work with apple mac desk tops	Sorry mate this version is for Windows there maybe a MAC version try kaspersky.com
Do I have to buy and install 2013 before I can buy &amp; install 2014?	No
will it run on older XP machines with 2GBytes of RAM ?	yes. I am running this on an older netbook witb 1gig ram and a small hard drive.
Will this work with apple mac desk tops	Sorry mate this version is for Windows there maybe a MAC version try kaspersky.com
Do I have to buy and install 2013 before I can buy &amp; install 2014?	No
will it run on older XP machines with 2GBytes of RAM ?	yes. I am running this on an older netbook witb 1gig ram and a small hard drive.
Can I purchase this product on my IPad and use it on my PC ?	I do not have an answer for you.
does the pc tune up have 3 computers and 1 year, or just 1 computer?	3 PC were to be covered for 1 yr
Can I purchase this product on my IPad and use it on my PC ?	I do not have an answer for you.
does the pc tune up have 3 computers and 1 year, or just 1 computer?	3 PC were to be covered for 1 yr
can i install this on my computer can my sister put it on her computer also	Yes
How many license users?	Two
is the headset included	Yes
Would this software be appropriate for a 12 yr old?	If they take the time to learn it Yes
what are the requirements? I bought her an I 5 with 6gb	6gb ram is plenty. You also need 1.5 GHz Processor or above.
does it work with windows 8.1?	Don't know, I'm mac based, sorry
Does it work with Windows 8 and/or Windows 8.1 ?	I do not know. Possibly.
This comes with a license correct?	Yes
Is it ported from Mac to PC, or is it created separately for both (no porting)?	It contains separate cds
hello have windos 8 the work??????	It works great on any window. I have used bit defender since 2005.
what about using Bitdefender Total Security 2013 on Windows "8"	My computer has windows 7 but I hope it will work on windows 8
does it work with windows 8?	Yes it does.my pc runs on win8
How long is this license good for? 1 year? 2 years? 3 years? Also how many pcs does it cover?	3 PCs for 1 YR
Would this software work on Apple Mini Mac?	No it doesn't. I bought it and had to return it.
how to import files from 2011 willmaker	Pamela, did you try Nolo tech support for help with this?
export to word	no. you have to buy additional subscription from adobe
does it provide a living will?	Yes there is a section for living wills.
Is Professional 12 available for Mac?	No - there is only one version for Mac which is called Dragon Dictate (version 3.)
Is there a noise canceling mic that can be used in a high volume environment?	I use the Flexymike. It's great!
does it work with windows 8.1?	Yes, it does. I am using it with Windows 8.1.
What is difference between 12 Premium and 12 Student/Teacher Premium?	Just the price :-)
Does the Dragon 12 software work with WordPad (not Microsoft Word)?	I tried it and it works in WordPad.
Does this include the headset?	Yes, although the quality of the headset is not outstanding.
Hi, I'm in the market for 30 DNS Premium 12 Spanish. Can you fulfill my order? Thanks, Robert	YES WE CAN please email us
Does the headset that comes with the software have convertible Over-the-head wearing capability?	No it does not
Will this work with Windows 7 Professional?	Yes it will.
I need a Dragon for my Mac Book Pro which one should I order	Get Dragon Dictate 3.0
windows 8.1	seems ok so far
Can I install Premium 12 on my desktop and my mobile computer?	Yes, you can. Enjoy!
Do I get the Bluetooth earphone with the Dragon Wireless?	Yes if you buy that version. It's marked on the box, those with the Bluetooth and those without
I don't have a cd slot on my lap top howdo I install Dragon?	Get an external drive.
Is there a Windows 8 version available?	The newest version supports Windows 8.
Can you install the software in two computers	Yes, up to three.
what is the best digital recorder to use with Dragon Naturally Speaking?	I use a Sony and it seems to wor4k great for me
will dragon work with windows 8	Yes
will it pick up my teackers voice	No. The software has to be "trained" for each person's voice who will use it.
does this have speech to text	Yes, in fact that is the entire purpose of the program.
Does it come with the Phillips model 662 digital recorder?	No, it does not
is QB premier 2013 compatible with QB POS 2013?	Oh yes.
is this an upgrade or the whole program?	This is the whole program that we used to upgrade 2010.
